home_type,address,city,zip,bedrooms,bathrooms,latitude,longitude,zillow_id,property_size,home_size,last_sold_price,last_sold_date,year_built,home_description,last_sold_year,last_sold_month,date_of_purchase,lot_coverage,tokens,lda_k5_0,lda_k5_1,lda_k5_2,lda_k5_3,lda_k5_4
Single Family Residential,318 Chesterton Ave,Belmont,94002.0,3.0,1.5,37.529765,-122.282563,15540017,4791.0,1440.0,1440000.0,2016-05-06,1953.0,"Welcome to this completely remodeled Sterling Downs home with a modern flair. Lots of natural light highlights 3 bedrooms and one and a half bathrooms. The open kitchen upgrades include quartz counter-tops, stainless steel appliances, gray-wash flooring, high end bathroom finishes and more. Private rear yard plus patio for outdoor entertaining. Excellent schools, close to Caltrain, parks & freeways. The perfect buying opportunity!",2016,5,1221,0.300563556669,"[u'welcome', u'completely', u'remodel', u'sterling', u'down', u'modern', u'flair', u'lot', u'natural', u'light', u'highlight', u'bedroom', u'half', u'bathroom', u'open', u'kitchen', u'upgrade', u'include', u'quartz', u'counter', u'top', u'stainless', u'steel', u'appliance', u'gray', u'wash', u'flooring', u'high', u'end', u'bathroom', u'finish', u'private', u'rear', u'yard', u'plus', u'patio', u'outdoor', u'entertaining', u'excellent', u'school', u'close', u'caltrain', u'park', u'freeways', u'perfect', u'buying', u'opportunity']",0.0,0.0,0.528256371259,0.260986483855,0.197058691522
Single Family Residential,535 Cambridge St,Belmont,94002.0,3.0,1.0,37.52519,-122.278082,15540161,5096.0,1010.0,1010000.0,2016-05-20,1953.0,"Great Sterling Homes Starter home!! Three bedrooms with a remodeled kitchen with new appliances, granite counter tops. New engineered hardwood floors, freshly painted inside and out. Two car garage with jumbo sized rear and side yards. Located at end of block for kids to play in street, Fireplace in L/R",2016,5,1235,0.19819466248,"[u'great', u'sterling', u'home', u'starter', u'bedroom', u'remodel', u'kitchen', u'new', u'appliance', u'granite', u'counter', u'top', u'new', u'engineered', u'hardwood', u'floor', u'freshly', u'paint', u'inside', u'car', u'garage', u'jumbo', u'size', u'rear', u'yard', u'locate', u'end', u'block', u'kid', u'play', u'street', u'fireplace', u'live', u'room']",0.012824661737,0.0130362242295,0.624472931571,0.0126845442096,0.336981638253
Single Family Residential,616 Hiller St,Belmont,94002.0,3.0,1.0,37.526932,-122.275417,15540270,7013.0,1010.0,1250000.0,2016-05-27,1953.0,"Welcome to this inviting 3 bedroom home located in the Sterling Downs area of Belmont. Walking distance to Nesbit Elementary School. Conveniently located close to the Belmont train station, Oracle and other Mid-Peninsula high-tech businesses. This amazing home has many possibilities with its incredible sunny outdoor space on a 7,000 square feet lot. In fact, this is one of the few over-sized lots in this sub-division.",2016,5,1242,0.144018251818,"[u'welcome', u'invite', u'bedroom', u'locate', u'sterling', u'down', u'area', u'walk', u'distance', u'nesbit', u'elementary', u'school', u'conveniently', u'locate', u'close', u'train', u'station', u'oracle', u'mid', u'peninsula', u'high', u'tech', u'business', u'amazing', u'possibility', u'incredible', u'sunny', u'outdoor', u'space', u'square', u'foot', u'lot', u'fact', u'sized', u'lot', u'sub', u'division']",0.0,0.30220437667,0.16154108355,0.0,0.520703696501
Single Family Residential,505 Marine View Ave,Belmont,94002.0,3.0,1.0,37.527182,-122.278656,15540183,6098.0,1010.0,1320000.0,2016-05-27,1953.0,"Welcome Home!  Simply move into this charming Sterling Downs Home!  Bright updated kitchen with granite counter top and stainless steel appliances. Gleaming wide plank hardwood floors throughout.  Newly remodeled bathroom with subway tile tub surround and floors.  Dual pane windows throughout, new roof and inviting~spacious, rear yard (w/tomato garden) and patio area!  Convenient to Alexander park (w/ tennis courts and children's play area), acclaimed schools, minutes to public transplantation and highway 101.",2016,5,1242,0.165628074779,"[u'welcome', u'simply', u'charming', u'sterling', u'down', u'bright', u'updated', u'kitchen', u'granite', u'counter', u'stainless', u'steel', u'appliance', u'gleam', u'wide', u'plank', u'hardwood', u'floor', u'newly', u'remodel', u'bathroom', u'subway', u'tile', u'tub', u'surround', u'floor', u'dual', u'pane', u'window', u'new', u'roof', u'invite', u'spacious', u'rear', u'yard', u'tomato', u'garden', u'patio', u'area', u'convenient', u'alexander', u'tennis', u'court', u'child', u'play', u'area', u'acclaimed', u'school', u'minute', u'public', u'transplantation', u'highway']",0.0,0.0,0.536019962135,0.333551987358,0.118507191462
Single Family Residential,44 Edgewood Pl,Belmont,94002.0,3.0,2.5,37.5253814,-122.2842554,58660747,2178.0,2090.0,1500000.0,2016-05-27,2003.0,"Bay view & luxurious modern comfort in Ross Woods: this wood-shingled single family home in a serene wooded enclave is designed for your lifestyle: 3 BR 2.5 baths 2 car attached garage + 2 P spaces in driveway and AC.  The gourmet updated kitchen opens to a large family room.  The living room showcases soaring ceilings, a fireplace and a wall of tall windows with a door opening to the deck. The luxurious master suite with Bay view has its own sitting room/office and a beautiful bath with custom stone tile work.  Two more spacious bedrooms for guests and/ or office have a Jack-and-Jill bathroom and offer 1 custom closet organizer & a storage loft.  Don't overlook the prime location & excellent Belmont schools!",2016,5,1242,0.479797979798,"[u'bay', u'view', u'luxurious', u'modern', u'comfort', u'ross', u'wood', u'wood', u'shingled', u'single', u'family', u'serene', u'wooded', u'enclave', u'design', u'lifestyle', u'bedroom', u'bathroom', u'car', u'attach', u'garage', u'space', u'driveway', u'ac', u'gourmet', u'updated', u'kitchen', u'open', u'large', u'family', u'room', u'live', u'room', u'showcase', u'soar', u'ceiling', u'fireplace', u'wall', u'tall', u'window', u'door', u'opening', u'deck', u'luxurious', u'master', u'suite', u'bay', u'view', u'sit', u'room', u'office', u'beautiful', u'bathroom', u'custom', u'stone', u'tile', u'work', u'spacious', u'bedroom', u'guest', u'office', u'jack', u'jill', u'bathroom', u'offer', u'custom', u'closet', u'organizer', u'storage', u'loft', u'overlook', u'prime', u'location', u'excellent', u'school']",0.862661651211,0.0,0.0,0.123719891103,0.0
Single Family Residential,2005 Arbor Ave,Belmont,94002.0,3.0,2.5,37.51748,-122.293943,15549089,7623.0,2630.0,2000000.0,2016-04-13,1941.0,"This home offers all the comforts for formal and casual living, entertaining and relaxation. Kitchen with granite counter, Thermador hood and stove with 6 burners and charcoal grill. Thermador refrigerator, island with built in sink and disposal, large pantry with stainless steel shelves. This kitchen will please any chief. Master Bedroom suite with sitting room and cast iron wood burning stove. Large walk in closet. Deck with your own private hot tub. Master bath with dual sinks a large flag stone walk in shower with dual shower heads. There is a separate office. Large yard with pool plenty of room for entertaining, tons of storage and so much more. 2,630 sq ft of living space not including BSMT extra 500 sq ft all on a 7,600 sq ft lot.",2016,4,1198,0.172504263413,"[u'offer', u'comfort', u'formal', u'casual', u'live', u'entertaining', u'relaxation', u'kitchen', u'granite', u'counter', u'thermador', u'hood', u'stove', u'burners', u'charcoal', u'grill', u'thermador', u'refrigerator', u'island', u'build', u'sink', u'disposal', u'large', u'pantry', u'stainless', u'steel', u'shelf', u'kitchen', u'chief', u'master', u'bedroom', u'suite', u'sit', u'room', u'cast', u'iron', u'wood', u'burn', u'stove', u'large', u'walk', u'closet', u'deck', u'private', u'hot', u'tub', u'master', u'bathroom', u'dual', u'sink', u'large', u'flag', u'stone', u'walk', u'shower', u'dual', u'shower', u'head', u'separate', u'office', u'large', u'yard', u'pool', u'plenty', u'room', u'entertain', u'ton', u'storage', u'square', u'foot', u'live', u'space', u'include', u'basement', u'extra', u'square', u'foot', u'square', u'foot', u'lot']",0.786400322849,0.167712033263,0.0382392745677,0.0,0.0
Single Family Residential,2409 Monserat Ave,Belmont,94002.0,3.0,1.0,37.517954,-122.306117,15546483,4486.0,1120.0,1275000.0,2016-05-04,1956.0,"Pristine home in a desirable neighborhood!  Step away from your busy world to see this charming and beautifully decorated 3 bedroom home. The privacy here is unparalleled with both front & back views of the hills & graceful pine trees. A picturesque bay window in the open living room evokes the sense that you're living in Carmel! This home offers a wood burning fireplace, eco-friendly hot tub & modern touches such as high-end lighting, well appointed rooms & a lovely spa-like bathroom featuring a skylight. There are graceful new French doors in the dining room & bedroom. The kitchen features lovely granite counters, window-pane cabinetry & view of the garden beyond providing a spacious, light environment to entertain in. The master bedroom features a large closet with built-in cabinets & drawers, a large window & all the room you need to relax & feel comfortable!  Finally, this property is centrally located near award winning schools, Carlmont shopping & minutes from 92 & 280 freeways.",2016,5,1219,0.249665626393,"[u'pristine', u'desirable', u'neighborhood', u'step', u'away', u'busy', u'world', u'charm', u'beautifully', u'decorate', u'bedroom', u'privacy', u'unparalleled', u'view', u'graceful', u'pine', u'tree', u'picturesque', u'bay', u'window', u'open', u'living', u'room', u'evoke', u'sense', u'live', u'carmel', u'offer', u'wood', u'burn', u'fireplace', u'eco', u'friendly', u'hot', u'tub', u'modern', u'touch', u'high', u'end', u'light', u'appoint', u'room', u'lovely', u'spa', u'like', u'bathroom', u'feature', u'skylight', u'graceful', u'new', u'french', u'door', u'dining', u'room', u'bedroom', u'kitchen', u'feature', u'lovely', u'granite', u'counter', u'window', u'pane', u'cabinetry', u'view', u'garden', u'provide', u'spacious', u'light', u'environment', u'entertain', u'master', u'bedroom', u'feature', u'large', u'closet', u'build', u'cabinet', u'drawer', u'large', u'window', u'room', u'need', u'relax', u'feel', u'comfortable', u'finally', u'property', u'centrally', u'locate', u'near', u'award', u'win', u'school', u'carlmont', u'shop', u'minute', u'freeway']",0.226592341357,0.0,0.0505649274277,0.570902059731,0.148799749333
Single Family Residential,2611 Carlmont Dr,Belmont,94002.0,3.0,2.5,37.505331,-122.2991,15551607,6794.0,2068.0,1475000.0,2014-07-03,1996.0,"Nestled in the quiet cul-de-sac of Hidden Valley, just minutes from shopping and dining, this Mediterranean-inspired home blends contemporary sophistication and traditional style. Elegantly appointed throughout, this spacious two-story 3 bedroom 2.5 bath bright and open floor plan flows seamlessly from one gracious living area to the next. Park-like setting back yard with a custom cascading water feature that evokes a peaceful, meditative atmosphere. Steps to Hidden Canyon Park. Top Schools!",2014,7,548,0.304386223138,"[u'nestle', u'quiet', u'cul', u'sac', u'hide', u'valley', u'minute', u'shop', u'dining', u'mediterranean', u'inspired', u'blend', u'contemporary', u'sophistication', u'traditional', u'style', u'elegantly', u'appoint', u'spacious', u'story', u'bedroom', u'bathroom', u'bright', u'open', u'floor', u'plan', u'flow', u'seamlessly', u'gracious', u'living', u'area', u'like', u'set', u'yard', u'custom', u'cascade', u'water', u'feature', u'evoke', u'peaceful', u'meditative', u'atmosphere', u'step', u'hide', u'canyon', u'school']",0.290422547993,0.0,0.0,0.690505997275,0.0
Single Family Residential,1925 Hillman Ave,Belmont,94002.0,4.0,3.0,37.5212069,-122.295071,15547710,4356.0,2037.0,1600000.0,2016-05-18,1956.0,"Spacious, light, and airy, this charming Belmont home features a perfect family floorplan. With a total of four bedrooms and three full baths, this updated home showcases contemporary flair and modern sophistication. The main floor consists of three bedrooms and two baths, and is highlighted by a gourmet kitchen and outside decks, perfect for al fresco entertaining. Downstairs lies another bedroom, full bath, large laundry and additional storage, perfect for an au pair or extended family. There is a bonus room off the 2-car garage as well. Outstanding Belmont schools include Central Elementary (937 API), and Ralston Middle School (908 API).",2016,5,1233,0.233815426997,"[u'spacious', u'light', u'airy', u'charming', u'feature', u'perfect', u'family', u'floorplan', u'total', u'bedroom', u'bathroom', u'updated', u'showcase', u'contemporary', u'flair', u'modern', u'sophistication', u'main', u'floor', u'consist', u'bedroom', u'bathroom', u'highlight', u'gourmet', u'kitchen', u'outside', u'deck', u'perfect', u'al', u'fresco', u'entertain', u'downstairs', u'lie', u'bedroom', u'bathroom', u'large', u'laundry', u'additional', u'storage', u'perfect', u'au', u'pair', u'extend', u'family', u'bonus', u'room', u'car', u'garage', u'outstanding', u'school', u'include', u'central', u'elementary', u'api', u'ralston', u'middle', u'school', u'api']",0.577308866748,0.0655109007318,0.0,0.0506386730884,0.30120903488
Single Family Residential,840 Ruth Ave,Belmont,94002.0,3.0,1.0,37.528113,-122.288797,15548362,5500.0,1090.0,1250000.0,2016-05-23,1947.0,"Fantastic west-side starter. Meticulously maintained & updated, this home is ready to move in. Completely remodeled kitchen, Caesarstone counter tops, designer backsplash, custom cabinets, & stainless steel appliances. Warm & inviting living room has a wood burning fireplace. Spacious bathroom w/tub & separate stall shower. Gleaming hardwood floors throughout the house & recently installed windows. Convenient corner lot, large side & back yards, serene landscaping including drought tolerant beds, automatic watering, & updated patio perfect for summer barbecues. New comprehensive drainage.  Additional off street boat or RV parking. Award winning Belmont schools. A short commute to San Francisco or Silicon Valley with shopping, restaurants, & transportation close by. Easy walk to grocery store, coffee shop and gym.",2016,5,1238,0.198181818182,"[u'fantastic', u'west', u'starter', u'meticulously', u'maintain', u'update', u'ready', u'completely', u'remodel', u'kitchen', u'caesarstone', u'counter', u'top', u'designer', u'backsplash', u'custom', u'cabinet', u'stainless', u'steel', u'appliance', u'warm', u'invite', u'living', u'room', u'wood', u'burn', u'fireplace', u'spacious', u'bathroom', u'tub', u'separate', u'stall', u'shower', u'gleam', u'hardwood', u'floor', u'recently', u'instal', u'window', u'convenient', u'corner', u'lot', u'large', u'yard', u'serene', u'landscaping', u'include', u'drought', u'tolerant', u'bedroom', u'automatic', u'watering', u'updated', u'patio', u'perfect', u'summer', u'barbecue', u'new', u'comprehensive', u'drainage', u'additional', u'street', u'boat', u'rv', u'parking', u'award', u'win', u'school', u'short', u'commute', u'francisco', u'silicon', u'valley', u'shop', u'restaurant', u'transportation', u'close', u'easy', u'walk', u'grocery', u'store', u'coffee', u'shop', u'gym']",0.0580822376672,0.0,0.461804824639,0.0,0.473624709115
Single Family Residential,2860 Wakefield Dr,Belmont,94002.0,4.0,2.5,37.507115,-122.308463,15551229,10236.0,2360.0,2225000.0,2016-04-12,1976.0,"Located in the coveted Hallmark neighborhood on a street less traveled, this spacious traditional home boasts stunning canyon views. The main level features gleaming hardwood floors, a formal entry, living and dining rooms with vaulted ceilings, updated eat-in kitchen, family room with sliding glass doors to a deck with hot tub, half bathroom, laundry room, and a two car garage. The upper level has four bedrooms including a master suite with vaulted ceilings and a full bathroom, plus a second full bathroom off the hall. Large 10,220 sq ft lot. Highly regarded nearby schools. A beautiful gem!",2016,4,1197,0.230558812036,"[u'locate', u'coveted', u'hallmark', u'neighborhood', u'street', u'travel', u'spacious', u'traditional', u'boast', u'stunning', u'canyon', u'view', u'main', u'level', u'feature', u'gleam', u'hardwood', u'floor', u'formal', u'entry', u'live', u'dining', u'room', u'vault', u'ceiling', u'update', u'eat', u'kitchen', u'family', u'room', u'slide', u'glass', u'door', u'deck', u'hot', u'tub', u'half', u'bathroom', u'laundry', u'room', u'car', u'garage', u'upper', u'level', u'bedroom', u'include', u'master', u'suite', u'vault', u'ceiling', u'bathroom', u'plus', u'second', u'bathroom', u'hall', u'large', u'square', u'foot', u'lot', u'highly', u'regard', u'nearby', u'school', u'beautiful', u'gem']",0.0,0.237082415041,0.0,0.744812415693,0.0
Single Family Residential,1111 Academy Ave,Belmont,94002.0,2.0,1.0,37.514437,-122.293634,15549154,6185.0,1023.0,1300000.0,2016-04-15,1947.0,"SOLD for $1.3M Your home may be worth way more than you think!If you love having outdoor space at home then Welcome Home! This lovely 2 bedroom, 1 bath home has all the outdoor space you need for your enjoyment and entertaining! Large front porch with awning overlooking your beautifully landscaped front yard. French doors off the dining room out to your brick patio with awning and outdoor fireplace! You have a large grass area that is landscaped and a large side yard, too. Eat-in kitchen looks out to your backyard as well as the kitchen sink/countertops are a triangle-shape looking out to your patio & fireplace. It is a beautiful place to come home too!You live in walking distance from Carlmont Village with Lunardi's grocery store, Starbucks, Bagel/Deli, Village Host Pizza, restaurants, ACE Hardware, Farmers Insurance, Do-It-Yourself Car Wash, UPS Store, & more.Safeway is also within walking distance.Chevron & Shell Gas Stations conveniently located at the corner of Ralston and Alameda. Centrally located to three major freeways (92, 280 & 101). Close to Caltrain station on El Camino & Ralston Ave for your commute to San Francisco or the South Bay.A short drive up Ralston is Vista Point to take in the Peninsula landscape day or night.",2016,4,1200,0.165400161681,"[u'sell', u'worth', u'way', u'think', u'love', u'have', u'outdoor', u'space', u'welcome', u'lovely', u'bedroom', u'bathroom', u'outdoor', u'space', u'need', u'enjoyment', u'entertain', u'large', u'porch', u'awning', u'overlook', u'beautifully', u'landscape', u'yard', u'french', u'door', u'din', u'room', u'brick', u'patio', u'awning', u'outdoor', u'fireplace', u'large', u'grass', u'area', u'landscape', u'large', u'yard', u'eat', u'kitchen', u'look', u'backyard', u'kitchen', u'sink', u'countertop', u'triangle', u'shape', u'look', u'patio', u'fireplace', u'beautiful', u'place', u'come', u'live', u'walking', u'distance', u'carlmont', u'village', u'lunardi', u'grocery', u'store', u'starbucks', u'bagel', u'deli', u'village', u'host', u'pizza', u'restaurant', u'ace', u'hardware', u'farmer', u'insurance', u'car', u'wash', u'ups', u'store', u'safeway', u'walk', u'distance', u'chevron', u'shell', u'ga', u'station', u'conveniently', u'locate', u'corner', u'ralston', u'alameda', u'centrally', u'locate', u'major', u'freeway', u'close', u'caltrain', u'station', u'el', u'camino', u'ralston', u'ave', u'commute', u'francisco', u'south', u'baya', u'short', u'drive', u'ralston', u'vista', u'point', u'peninsula', u'landscape', u'day', u'night']",0.0,0.0603330137516,0.0271204967427,0.313363908146,0.596590440446
Single Family Residential,2620 Lincoln Ave,Belmont,94002.0,2.0,2.0,37.5208579,-122.307421,15546406,6098.0,1492.0,1505000.0,2016-04-15,1939.0,"This updated and expanded cottage was probably once host to vacationers from San Francisco. Built in 1939, many summer retreats were constructed in Belmont to provide respite and relaxation as well as an escape from San Francisco's foggy weather. Today these small retreats have been updated and expanded to include modern amenities, while cultivating the ambiance of the period workmanship, allure and rural setting. Respecting the traditional charm has been distilled to the most authentic touches--such as antiqued glass door knobs and reproduction retro push-button light switches. Tucked away atop one of Belmont's most desirable locations with sweeping views, it also has a rare, large usable level yard. But one is never out of touch--In addition to a multitude of dining & shopping options including Hillsdale Shopping center, access to major travel arteries--Highway 101, 280 or Cal-Tran are only a few miles away. Welcome to a special retreat, welcome home to the Lincoln House.",2016,4,1200,0.122335191866,"[u'update', u'expanded', u'cottage', u'probably', u'host', u'vacationer', u'francisco', u'build', u'summer', u'retreat', u'construct', u'provide', u'respite', u'relaxation', u'escape', u'francisco', u'foggy', u'weather', u'today', u'small', u'retreat', u'update', u'expand', u'include', u'modern', u'amenities', u'cultivate', u'ambiance', u'period', u'workmanship', u'allure', u'rural', u'setting', u'respect', u'traditional', u'charm', u'distil', u'authentic', u'touch', u'antiqued', u'glass', u'door', u'knob', u'reproduction', u'retro', u'push', u'button', u'light', u'switch', u'tuck', u'away', u'atop', u'desirable', u'location', u'sweeping', u'view', u'rare', u'large', u'usable', u'level', u'yard', u'touch', u'addition', u'multitude', u'dining', u'shopping', u'option', u'include', u'hillsdale', u'shopping', u'center', u'access', u'major', u'travel', u'artery', u'highway', u'cal', u'tran', u'mile', u'away', u'welcome', u'special', u'retreat', u'welcome', u'lincoln']",0.151707175134,0.045269252148,0.0,0.385145613966,0.41459696215
Single Family Residential,1511 Ralston Ave,Belmont,94002.0,4.0,4.5,37.514424,-122.284696,15549775,16247.0,2670.0,1850000.0,2016-04-15,1942.0,"This gorgeous 4 bedroom, 3.5 bath home is beautifully updated throughout situated on a 16,240 SF lot, majority of this oversized lot is level with a few steps down leading into a private seating area! The main house has 3 large bedrooms, 2.5 baths, gleaming hardwood floors and dual pane windows. The attached guest house has 1 bedroom plus bonus room, 2 baths, a full kitchen and open living and dining area. The yards are well manicured and the back garden offers a stunning, private outdoor living space including large deck, patio, play area, terraced planters and numerous mature shade trees. This Belmont residence is surrounded by top rated schools and walking distance to downtown. Buyer to verify square footage, bedroom and bath count.",2016,4,1200,0.164338031637,"[u'gorgeous', u'bedroom', u'bathroom', u'beautifully', u'update', u'situate', u'square', u'foot', u'lot', u'majority', u'oversized', u'lot', u'level', u'step', u'lead', u'private', u'seating', u'area', u'main', u'large', u'bedroom', u'bathroom', u'gleam', u'hardwood', u'floor', u'dual', u'pane', u'window', u'attach', u'guest', u'bedroom', u'plus', u'bonus', u'room', u'bathroom', u'kitchen', u'open', u'live', u'dining', u'area', u'yard', u'manicured', u'garden', u'offer', u'stunning', u'private', u'outdoor', u'living', u'space', u'include', u'large', u'deck', u'patio', u'play', u'area', u'terraced', u'planter', u'numerous', u'mature', u'shade', u'tree', u'residence', u'surround', u'rat', u'school', u'walk', u'distance', u'downtown', u'verify', u'square', u'footage', u'bedroom', u'bathroom', u'count']",0.0,0.351764008679,0.179144418371,0.458783184478,0.0
Single Family Residential,2920 San Juan Blvd,Belmont,94002.0,4.0,3.0,37.515433,-122.311064,15546004,7750.0,2520.0,1640000.0,2016-04-15,1934.0,Quiet street. Nice homes all around. A perfect place for privacy and confort near all amenties.,2016,4,1200,0.108387096774,"[u'quiet', u'street', u'nice', u'home', u'perfect', u'place', u'privacy', u'confort', u'near', u'amenties']",0.0225265713374,0.0227890982943,0.0223472398477,0.0226329997187,0.909704090802
Single Family Residential,2115 Sharon Ave,Belmont,94002.0,4.0,3.0,37.5200917,-122.2983337,15547445,6516.0,2295.0,1875000.0,2016-04-19,1947.0,"Beautifully remodeled 4 bd 3 ba home nestled among the lush hills of Belmont. An abundance of warm light floods through the myriad of windows & skylight illuminating the HW floors, Carrera marble counter tops & stacked flagstone fireplace. This home features 1603 sq ft of stunning renovation: 3 bd 2 ba on the main floor and 692 bonus sq ft downstairs including 1 bed w/full bath which can easily be converted into its own separate studio w/ private entrance. Enjoy the finest finishes: acacia hardwood floors throughout, high end SS appliances, new custom cabinets, AKDY stand alone bathtub & marble paneled glass surround shower. Warm light will invite you outdoors where you will find ample entertaining & playing space surrounding the home on 3 sides. Large backyard complete w/ ranch style patio, green lawn & level entertaining area makes this home an entertainers paradise. Located in one of the most desirable Belmont neighborhoods w/easy access to commute arteries, and Top rated schools!",2016,4,1204,0.176104972376,"[u'beautifully', u'remodel', u'bedroom', u'bathroom', u'nestle', u'lush', u'abundance', u'warm', u'light', u'flood', u'myriad', u'window', u'skylight', u'illuminating', u'hardwood', u'floor', u'carrera', u'marble', u'counter', u'top', u'stack', u'flagstone', u'fireplace', u'feature', u'square', u'foot', u'stunning', u'renovation', u'bedroom', u'bathroom', u'main', u'floor', u'bonus', u'square', u'foot', u'downstairs', u'include', u'bedroom', u'bathroom', u'easily', u'convert', u'separate', u'studio', u'private', u'entrance', u'enjoy', u'fine', u'finish', u'acacia', u'hardwood', u'floor', u'high', u'end', u'stainless', u'steel', u'appliance', u'new', u'custom', u'cabinet', u'akdy', u'stand', u'bathtub', u'marble', u'panel', u'glass', u'surround', u'shower', u'warm', u'light', u'invite', u'outdoors', u'ample', u'entertaining', u'playing', u'space', u'surround', u'side', u'large', u'backyard', u'complete', u'ranch', u'style', u'patio', u'green', u'lawn', u'level', u'entertaining', u'area', u'make', u'entertainer', u'paradise', u'locate', u'desirable', u'neighborhood', u'easy', u'access', u'commute', u'artery', u'rat', u'school']",0.58071798637,0.118407284397,0.0,0.169081341013,0.128837702391
